ingredient_id,product_ndc
67,78789-058
67,78789-029
67,78789-032
67,78789-049
67,78789-060
67,78789-033
67,78789-039
67,78789-043
67,78789-000
67,78789-027
67,78789-036
67,78789-038
67,78789-006
67,78789-015
67,78789-037
67,78789-045
67,78789-057
67,78789-001
67,78789-003
67,78789-019
67,78789-040
67,78789-053
67,78789-055
67,78789-010
67,78789-021
67,78789-022
67,78789-028
67,78789-030
67,78789-035
67,78789-059
67,78789-007
67,78789-008
67,78789-017
67,78789-023
67,78789-041
67,78789-050
67,78789-054
67,78789-009
67,78789-018
67,78789-020
67,78789-024
67,78789-031
67,78789-048
67,78789-051
67,78789-004
67,78789-016
67,78789-034
67,78789-044
67,78789-047
67,78789-056
68,0641-0121
68,0409-1312
68,0409-3365
68,76045-010
68,0641-6151
68,63323-853
68,0641-2341
69,78823-015
69,78823-032
69,78823-037
69,82726-001
69,11118-0010
69,49283-001
69,54340-269
69,54340-272
69,73943-951
69,78583-702
69,78823-010
69,78823-036
69,82822-010
69,82822-100
69,86937-005
69,77267-010
69,77267-012
69,78583-701
69,78823-020
69,78823-024
69,78823-039
69,81122-120
69,54340-278
69,54340-282
69,75356-0005
69,75536-0007
69,77267-008
69,78823-014
69,78823-016
69,82822-001
69,86937-002
69,51706-919
69,51706-954
69,70108-019
69,73485-004
69,78823-034
69,49035-361
69,49283-101
69,50241-522
69,75356-0004
69,75536-0003
69,75670-001
69,77617-001
69,78823-008
69,79680-008
69,20276-561
69,37808-313
69,54340-274
69,75213-001
69,76250-120
69,77046-003
69,77822-201
69,78823-030
69,81361-002
69,49283-110
69,75670-011
69,70108-012
69,75056-005
69,75056-006
69,77267-011
69,78823-006
69,78823-022
69,78823-031
69,51706-940
69,54340-266
69,75056-009
69,75536-0006
69,75670-003
69,75670-005
69,77046-004
69,11118-0008
69,54340-268
69,64536-2510
69,70108-013
69,70108-020
69,74621-006
69,75056-008
69,75536-0001
69,75670-002
69,75670-010
69,78823-001
69,50241-259
69,54340-270
69,55305-118
70,78823-015
70,78823-010
70,78823-014
70,75213-001
70,78823-002
70,78823-022
70,78823-001
71,78823-037
71,78823-020
71,78823-039
71,78823-034
71,78823-026
71,78823-018
72,78863-1110
73,78863-1110
74,78863-1110
75,78863-1220
76,78878-500
76,55526-0012
76,74339-3570
76,75363-0004
76,72169-510
76,72284-0570
76,75024-570
76,76904-100
76,76904-070
76,80530-000
76,80531-002
76,76369-8130
76,52232-103
76,74339-9500
76,76904-080
76,74339-0500
76,74339-3357
76,74339-2257
76,74339-8500
76,70930-110
76,74339-5557
76,74339-7570
76,76884-0001
76,55526-0014
76,70930-170
77,0641-0410
77,25021-403
77,55154-2380
77,51662-1434
77,63323-542
77,63739-975
77,0409-1316
77,51662-1486
77,52584-116
77,63323-459
77,71288-424
77,51662-1409
77,63739-964
77,71288-404
77,67457-603
77,0404-9873
77,81952-113
77,67457-602
77,0409-2721
77,71288-425
78,78923-001
78,71270-201
78,71270-203
79,0641-0477
79,75834-289
79,63629-1997
79,63629-2007
79,54288-137
80,79043-450
80,12539-144
80,44523-742
80,79043-334
80,0485-0151
80,44523-741
80,44523-743
80,58657-458
80,0037-6321
80,0178-0740
80,0178-0513
80,58657-456
81,79043-450
81,0178-0740
81,58657-456
82,79043-450
82,44523-743
82,0178-0740
82,58657-456
83,79043-450
83,44523-743
83,0178-0740
83,58657-456
84,79043-450
84,12539-144
84,44523-742
84,79043-334
84,58657-454
84,44523-743
84,0037-6321
84,0178-0740
85,79179-0738
86,79216-159
86,78246-153
86,73102-118
87,79228-0000
88,79249-028
88,74548-014
88,79249-024
88,74548-018
88,79249-026
88,81062-001
88,74548-012
88,79249-023
88,79249-025
88,74548-011
88,79248-022
88,80256-000
88,74548-015
88,79248-030
88,79248-031
88,79249-020
88,78229-005
88,79249-027
88,79125-019
88,74548-031
88,79249-021
88,80256-001
89,79265-8576
89,79265-8061
89,79265-8063
90,79265-9606
90,62206-5023
90,62932-172
90,71630-549
90,73369-0004
90,73369-1201
90,73369-1202
90,73369-1206
90,73369-1501
90,73369-0001
90,73369-1002
90,73369-0006
90,73369-0002
90,73369-0005
90,73369-0007
90,73369-1204
90,62932-253
90,69219-110
90,73369-1203
90,73369-1205
90,61995-3031
90,62932-227
90,69715-100
90,73369-1003
90,69502-004
90,73369-0008
90,73369-1001
90,82751-101
90,61481-0036
90,61995-3030
90,72096-101
90,73369-0003
90,73369-1401
90,75786-222
90,79265-8566
91,79299-002
91,20276-434
91,20276-431
92,79324-001
92,82127-006
92,15828-196
92,15828-200
92,77371-124
92,81109-000
92,90088-002
92,80016-003
92,90088-001
92,74690-007
92,80299-009
92,15828-199
92,53675-193
92,77371-023
92,78514-000
92,78514-001
92,81109-001
92,82127-008
92,10345-500
92,15828-195
92,50157-503
92,79678-000
92,80016-002
92,90088-000
92,15828-197
92,53675-185
92,74026-004
92,73145-007
92,79410-002
92,82127-007
92,90085-000
92,15828-198
92,80016-001
92,74026-005
92,75254-0180
92,79410-003
92,11084-170
92,53675-192
93,79356-210
93,69546-201
93,82904-303
94,79395-011
94,11673-410
94,36800-035
94,41520-036
94,49035-336
94,49035-461
94,55910-460
94,58593-828
94,0363-6300
94,69842-903
94,70000-0623
94,79903-119
94,11822-6859
94,37808-708
94,42507-336
94,0031-8750
94,63824-015
94,63824-504
94,63824-527
94,69842-886
94,69842-947
94,70000-0313
94,11673-336
94,21130-036
94,30142-736
94,50066-516
94,41163-035
94,41250-757
94,0363-1209
94,63824-221
94,63824-501
94,63824-536
94,63824-542
94,27854-299
94,41250-682
94,41250-869
94,51316-630
94,53041-616
94,55910-886
94,0363-1234
94,63824-267
94,63824-548
94,67091-341
94,69729-621
94,72854-133
94,11673-460
94,30142-949
94,36800-036
94,41250-136
94,49035-478
94,53942-516
94,0031-8751
94,0031-8770
94,63824-266
94,63824-936
94,63824-938
94,0363-2301
94,69842-717
94,30142-572
94,0113-7303
94,41163-737
94,46122-303
94,49035-771
94,53942-515
94,55319-336
94,55910-757
94,0363-0460
94,0031-8771
94,63824-269
94,63824-278
94,69842-461
94,69842-566
94,69842-823
94,72288-723
94,55910-284
94,63824-017
94,63824-503
94,0363-1723
94,0363-3361
94,68163-737
94,72854-250
94,0113-4028
94,11822-3366
94,36800-707
94,50844-005
94,0031-8752
94,63824-223
94,63824-937
94,69842-205
94,69842-565
94,50941-280
94,11673-698
94,11673-773
94,11822-0086
94,30142-731
94,0113-1913
94,36800-902
94,53041-618
94,55910-033
94,55910-336
94,55910-598
94,63824-211
94,63824-270
94,63868-746
94,0363-6980
94,69842-478
94,69842-966
94,0113-9007
94,37808-316
94,55319-905
95,79395-011
95,49035-461
95,55910-460
95,11822-6859
95,30142-736
95,11673-460
95,30142-949
95,0031-8770
95,0363-0460
95,69842-461
95,55910-284
95,0031-8752
95,36800-902
95,63824-211
96,79395-011
96,11673-410
96,36800-035
96,41520-036
96,49035-336
96,49035-461
96,50066-517
96,50844-400
96,55910-460
96,58593-828
96,0363-6300
96,69842-767
96,69842-903
96,70000-0623
96,11822-6859
96,36800-037
96,37808-708
96,41250-446
96,42507-336
96,55758-322
96,0363-0681
96,63824-015
96,63824-504
96,63824-527
96,63824-541
96,63868-745
96,68163-738
96,70000-0313
96,11673-336
96,11673-738
96,21130-036
96,30142-736
96,50066-516
96,72854-134
96,0113-7400
96,41163-035
96,41250-757
96,41250-776
96,41520-037
96,55319-337
96,0363-1209
96,63824-501
96,63824-536
96,63824-542
96,27854-299
96,30142-738
96,37808-317
96,41250-682
96,50844-004
96,51316-630
96,53041-616
96,53041-617
96,55910-537
96,55910-886
96,0363-0337
96,0363-1234
96,63824-267
96,63824-540
96,63824-548
96,67091-341
96,69729-621
96,72854-133
96,11673-460
96,30142-949
96,36800-036
96,41163-738
96,41250-136
96,41250-137
96,46122-305
96,49035-478
96,49035-774
96,53942-516
96,55301-337
96,0031-8751
96,63824-266
96,63824-936
96,63824-938
96,0363-2301
96,69842-717
96,11822-3370
96,21130-817
96,30142-572
96,0113-7303
96,41163-737
96,46122-303
96,49035-771
96,53942-515
96,55319-336
96,55319-904
96,55910-757
96,0363-0460
96,63824-269
96,63824-278
96,68016-221
96,69842-461
96,69842-566
96,69842-823
96,72288-723
96,55910-284
96,63824-017
96,63824-939
96,0363-1723
96,0363-3361
96,68163-737
96,72854-250
96,0113-4028
96,11822-3366
96,21130-738
96,36800-707
96,41163-047
96,50844-005
96,53943-517
96,55315-337
96,0031-8752
96,63824-937
96,69256-337
96,69842-205
96,69842-565
96,50941-280
96,11673-337
96,11673-773
96,11822-0086
96,11822-3722
96,30142-731
96,0113-1913
96,36800-902
96,50804-337
96,53041-618
96,55910-033
96,55910-336
96,55910-598
96,63824-211
96,63824-270
96,63868-746
96,69842-478
96,69842-942
96,69842-966
96,30142-454
96,0113-9007
96,37808-316
96,49035-976
96,55319-905
96,55910-037
97,79481-0041
97,0067-0119
97,63443-4863
97,11673-625
97,11822-0216
97,11822-1039
97,30142-038
97,37808-493
97,37835-127
97,0135-0155
97,41250-454
97,0135-0243
97,41415-201
97,41520-035
97,0135-1002
97,47682-285
97,49035-048
97,53041-130
97,55910-115
97,0280-0002
97,0280-0058
97,0363-1083
97,0363-9952
97,69842-173
97,69842-280
97,69842-360
97,70000-0430
97,11673-040
97,11673-156
97,21130-184
97,21130-207
97,30142-200
97,30142-207
97,36800-468
97,36800-615
97,41163-102
97,41250-108
97,41250-298
97,41250-392
97,41250-553
97,41250-566
97,0135-0456
97,0135-0631
97,49035-902
97,50804-129
97,51316-115
97,62011-0397
97,69168-229
97,71141-143
97,0536-1050
97,0536-1225
97,11673-052
97,11673-699
97,11673-902
97,11822-1029
97,11822-2019
97,21130-136
97,36800-828
97,37808-212
97,37808-341
97,37808-465
97,0135-0074
97,0135-0076
97,41250-363
97,41250-395
97,41250-409
97,41415-102
97,0135-0633
97,50804-127
97,55910-089
97,62211-166
97,68163-202
97,69842-184
97,69842-398
97,70000-0593
97,76162-127
97,76162-405
97,11673-624
97,11822-0048
97,21130-203
97,30142-036
97,30142-115
97,36800-203
97,37808-132
97,37808-464
97,41250-135
97,0135-0154
97,0135-0624
97,46122-007
97,48433-107
97,49035-810
97,50804-012
97,51316-102
97,51316-405
97,55301-102
97,0280-0042
97,63868-702
97,0363-3390
97,67091-227
97,69842-015
97,69842-396
97,71481-005
97,79903-201
97,11673-060
97,11822-1166
97,21130-202
97,24385-106
97,36800-692
97,37808-063
97,37808-136
97,37808-406
97,41250-232
97,0135-0245
97,41520-468
97,46122-225
97,50594-028
97,51316-051
97,59779-748
97,0363-1082
97,0363-3355
97,68016-700
97,69842-436
97,69842-716
97,69842-902
97,79481-0042
97,11673-715
97,21130-138
97,41250-415
97,41250-691
97,41415-296
97,0135-1000
97,51316-201
97,55910-605
97,62011-0229
97,0363-3103
97,0363-9201
97,0536-1229
97,71713-204
97,72288-234
97,72288-235
97,62211-241
97,11673-051
97,11788-021
97,21130-127
97,30142-039
97,36800-489
97,37808-135
97,37808-137
97,37808-494
97,37835-184
97,0135-0184
97,41250-669
97,0135-0521
97,41520-905
97,0135-0630
97,51316-050
97,52642-058
97,55301-202
97,55910-070
97,55910-077
97,55910-210
97,0280-0221
97,67091-360
97,68163-115
97,69842-060
97,71481-008
97,76162-128
97,55910-692
97,0280-0001
97,68163-102
97,69842-397
97,70000-0592
97,71481-004
97,0067-0118
97,62211-240
97,11822-1156
97,0135-0178
97,0135-0642
97,0135-1001
97,49035-815
97,52642-035
97,0280-0225
97,63868-703
97,63941-021
97,68998-102
97,69842-440
97,70000-0460
97,70677-0065
97,21130-201
97,21130-209
97,21130-515
97,21130-516
97,0135-0140
97,0135-0618
97,49035-058
97,49348-055
97,51013-323
97,51316-021
97,0280-0051
97,0280-0224
97,62211-196
97,0363-0184
97,0363-1093
97,63868-122
97,63868-155
97,63941-022
97,67091-228
97,67091-229
97,67091-359
97,67751-191
97,68391-102
97,69842-362
97,70000-0431
97,71481-009
97,21130-130
97,30142-204
97,41250-203
97,0135-0246
97,47682-850
97,52642-034
97,55319-018
98,79481-0238
98,79903-019
98,79903-187
98,82657-006
98,0869-0722
98,10812-043
98,10812-503
98,11822-5905
98,36800-940
98,37205-725
98,37205-732
98,37808-048
98,42893-013
98,47124-123
98,49967-048
98,49967-112
98,49967-126
98,49967-291
98,49967-546
98,49967-608
98,49967-888
98,53208-002
98,53942-003
98,58443-0230
98,59899-007
98,62217-016
98,62217-246
98,62839-1629
98,62839-6201
98,0363-0093
98,63940-071
98,69039-217
98,69039-229
98,69039-280
98,69039-611
98,69039-640
98,69842-103
98,69842-140
98,69842-157
98,69924-058
98,69968-0370
98,69968-0389
98,69968-0401
98,69968-0514
98,69968-0737
98,70453-001
98,70630-0029
98,70879-752
98,70879-753
98,71197-780
98,71435-0001
98,72288-924
98,72296-114
98,72296-123
98,72296-129
98,76138-220
98,76159-345
98,77365-004
98,79021-010
98,79753-013
98,82691-142
98,0869-0109
98,11559-052
98,11822-1978
98,14222-0420
98,36800-167
98,37205-723
98,37808-073
98,37808-074
98,37808-951
98,47124-124
98,49967-431
98,49967-517
98,49967-944
98,50594-157
98,51316-000
98,51316-032
98,55560-0107
98,58443-0211
98,60934-004
98,61543-0154
98,62217-026
98,62217-052
98,62839-1616
98,62839-1630
98,0363-0090
98,0363-0963
98,69039-215
98,69039-230
98,69039-612
98,69039-618
98,69842-079
98,69842-102
98,69842-122
98,69842-133
98,69842-147
98,69968-0520
98,69968-0661
98,70581-001
98,70630-0025
98,72098-005
98,72296-116
98,72296-128
98,73434-001
98,76147-230
98,76151-207
98,76354-443
98,76458-301
98,79596-005
98,82188-222
98,10812-326
98,30142-814
98,30142-940
98,37205-726
98,37808-955
98,37808-985
98,41250-385
98,41250-555
98,41250-984
98,49527-077
98,49527-082
98,49967-095
98,49967-250
98,49967-394
98,49967-410
98,49967-501
98,49967-504
98,49967-754
98,55910-711
98,57913-2833
98,58443-0216
98,58443-0520
98,58443-0521
98,58668-9918
98,60289-295
98,61481-3005
98,62217-029
98,62217-069
98,62839-1554
98,0363-0965
98,63940-079
98,65435-0100
98,68586-219
98,69039-224
98,69039-636
98,69039-642
98,69842-104
98,69842-125
98,69842-130
98,69842-341
98,69842-375
98,69968-0716
98,69968-0777
98,70000-0536
98,70581-020
98,72296-109
98,72296-118
98,73453-073
98,76144-256
98,79481-0001
98,79753-014
98,79753-045
98,79903-188
98,79950-013
98,0869-0760
98,10812-042
98,10812-173
98,11559-060
98,30142-820
98,30142-879
98,37808-043
98,37808-044
98,47124-125
98,49527-081
98,49967-038
98,49967-287
98,49967-313
98,49967-664
98,49967-698
98,49967-812
98,49967-861
98,49967-913
98,49967-941
98,50594-075
98,50594-155
98,53675-165
98,58443-0161
98,59427-012
98,62217-014
98,62217-827
98,0363-0087
98,0363-0900
98,63940-075
98,63940-096
98,65435-0200
98,68479-020
98,69039-220
98,69039-278
98,69039-635
98,69842-021
98,69842-110
98,69842-116
98,69842-124
98,69842-129
98,69842-148
98,69842-153
98,69842-164
98,69842-177
98,69968-0371
98,69968-0665
98,70630-0030
98,72203-001
98,72203-015
98,72288-950
98,72296-119
98,72476-978
98,72588-930
98,76151-251
98,79950-005
98,79950-006
98,82691-146
98,10812-130
98,10812-425
98,11559-049
98,11559-056
98,30142-821
98,31720-202
98,37205-721
98,37808-916
98,37808-919
98,41163-965
98,41520-760
98,41520-940
98,43115-123
98,49035-338
98,49035-566
98,49967-054
98,49967-355
98,49967-603
98,49967-622
98,49967-684
98,49967-797
98,49967-994
98,51316-025
98,51316-028
98,51326-042
98,51326-043
98,51326-044
98,51861-060
98,55319-034
98,59427-013
98,59427-114
98,62217-245
98,62839-3904
98,66097-004
98,66800-4480
98,68479-110
98,68479-318
98,69039-225
98,69039-250
98,69039-253
98,69842-437
98,69968-0599
98,69968-0666
98,70000-0257
98,70630-0026
98,71435-8202
98,71852-060
98,71852-334
98,72288-760
98,72296-104
98,72296-121
98,73620-001
98,76144-232
98,79753-021
98,79950-007
98,79950-015
98,82657-003
98,82691-035
98,82803-001
98,21130-739
98,36800-280
98,37205-731
98,37808-914
98,37808-918
98,41163-957
98,41250-561
98,49035-495
98,49035-759
98,49527-048
98,49527-063
98,49967-003
98,49967-011
98,49967-047
98,49967-129
98,49967-248
98,49967-260
98,51316-030
98,53675-158
98,55560-3331
98,58443-0217
98,62839-1555
98,63940-068
98,65364-380
98,65364-381
98,66800-4473
98,69039-227
98,69039-613
98,69039-644
98,69842-119
98,69842-697
98,69968-0132
98,69968-0557
98,69968-0560
98,69968-0576
98,69968-0627
98,69968-0662
98,70707-450
98,71238-785
98,72085-312
98,72288-914
98,72296-101
98,72296-110
98,72296-115
98,72296-120
98,72296-122
98,72296-126
98,73095-385
98,73609-221
98,76354-442
98,76354-444
98,79903-017
98,79950-011
98,49527-084
98,10345-102
98,10812-283
98,11673-934
98,11822-1914
98,36800-346
98,37808-298
98,49035-629
98,49035-630
98,49035-969
98,49527-051
98,49527-065
98,49967-142
98,49967-290
98,49967-443
98,49967-614
98,51326-040
98,53755-101
98,55910-036
98,58443-0324
98,59427-112
98,60289-301
98,62839-1617
98,0363-0136
98,63940-078
98,69039-625
98,69842-112
98,69842-114
98,69968-0457
98,69968-0468
98,69968-0543
98,69968-0657
98,70000-0535
98,70412-231
98,70581-003
98,70581-012
98,70581-017
98,71852-348
98,72288-338
98,72288-920
98,72296-102
98,72296-105
98,72296-107
98,72296-111
98,72296-125
98,72296-130
98,73453-233
98,76138-221
98,76144-873
98,76151-217
98,76209-123
98,55910-940
98,58443-0202
98,58668-0961
98,58668-9611
98,59427-010
98,62217-012
98,62217-074
98,62217-079
98,62217-247
98,0363-0933
98,63940-077
98,67692-242
98,68586-225
98,69842-078
98,69842-108
98,69842-127
98,69842-152
98,69968-0611
98,69968-0654
98,69968-0685
98,70000-0016
98,70581-010
98,71278-006
98,71784-000
98,72296-127
98,73095-085
98,73609-220
98,76144-156
98,76151-105
98,76151-106
98,82657-002
98,82691-145
98,82691-147
98,83140-373
98,10812-248
98,11822-1920
98,21130-731
98,21130-740
98,36800-093
98,37808-041
98,37808-959
98,40046-0063
98,41250-889
98,49035-797
98,49527-050
98,49967-181
98,49967-217
98,49967-496
98,49967-822
98,51316-024
98,51316-029
98,51316-670
98,58481-000
98,62217-003
98,62217-250
98,0363-0992
98,65364-213
98,65435-0300
98,68479-807
98,69039-216
98,69039-226
98,69842-111
98,69968-0168
98,69968-0342
98,69968-0553
98,69968-0669
98,69968-0672
98,69968-0702
98,70000-0408
98,70412-238
98,70630-0018
98,71636-841
98,72288-204
98,72288-208
98,72296-108
98,72296-113
98,72872-137
98,72872-891
98,76138-219
98,79753-022
98,79903-086
98,79950-004
98,79950-012
98,81159-132
98,82084-0011
98,82975-102
98,0869-0338
98,0869-0792
98,0869-0940
98,10812-534
98,36800-261
98,41163-951
98,43219-065
98,49035-760
98,49035-789
98,49527-069
98,49967-082
98,49967-103
98,49967-584
98,49967-864
98,49967-910
98,50594-158
98,51316-017
98,53942-008
98,55910-704
98,58414-0020
98,58443-0194
98,62217-015
98,62217-020
98,62839-1345
98,0363-0943
98,63940-066
98,63940-067
98,63940-076
98,68586-220
98,69039-218
98,69039-219
98,69039-619
98,69039-660
98,69842-101
98,69842-131
98,69842-132
98,69842-339
98,69968-0670
98,69968-0681
98,69968-0717
98,69968-0760
98,70630-0017
98,70667-784
98,70859-052
98,71804-232
98,72098-001
98,72098-002
98,72288-792
98,72296-103
98,72296-106
98,72296-112
98,72296-117
98,72296-124
98,73670-049
98,76144-797
98,76147-123
98,79950-008
98,80573-089
98,82675-279
98,82691-143
98,82975-101
98,0869-0059
98,11090-099
98,11822-0922
98,11822-0924
98,30142-895
98,36800-132
98,37205-729
98,37808-913
98,37808-943
98,37808-954
98,42851-055
98,49967-099
98,49967-246
98,49967-374
98,49967-491
98,49967-644
98,49967-768
98,49967-869
98,50594-148
98,52456-022
98,53738-0712
98,55319-704
99,79481-0238
99,79903-019
99,82657-006
99,0869-0722
99,10812-043
99,10812-979
99,11822-5905
99,37205-725
99,37205-732
99,37808-925
99,37808-941
99,37808-958
99,42893-013
99,49967-048
99,49967-112
99,49967-126
99,49967-291
99,49967-546
99,49967-888
99,53208-002
99,53942-003
99,53942-005
99,58443-0230
99,59899-007
99,62217-016
99,62217-027
99,62217-028
99,62217-050
99,62217-350
99,69039-280
99,69039-611
99,69039-640
99,69842-103
99,69842-140
99,69842-146
99,69842-157
99,69968-0370
99,69968-0389
99,69968-0401
99,69968-0514
99,69968-0737
99,71197-780
99,72296-114
99,72296-123
99,72296-129
99,76138-220
99,76159-345
99,77365-004
99,79021-010
99,79753-013
99,82247-225
99,82691-142
99,0869-0109
99,11822-1978
99,14222-0420
99,36800-167
99,37205-723
99,37808-951
99,37808-956
99,47124-124
99,49967-431
99,49967-517
99,49967-942
99,49967-944
99,50594-157
99,51316-000
99,55560-0107
99,58443-0211
99,59062-1100
99,60934-004
99,61543-0154
99,62217-026
99,0363-0090
99,69039-230
99,69039-612
99,69039-618
99,69842-079
99,69842-102
99,69842-118
99,69842-122
99,69842-133
99,69842-147
99,69968-0520
99,69968-0661
99,70581-001
99,70630-0025
99,72085-307
99,72085-309
99,72098-005
99,72296-116
99,72296-128
99,73434-001
99,76147-230
99,76354-443
99,79596-005
99,81200-109
99,82188-222
99,49354-051
99,10812-326
99,37205-726
99,41250-385
99,41250-555
99,41250-984
99,49527-077
99,49527-082
99,49967-095
99,49967-394
99,49967-410
99,49967-501
99,49967-504
99,49967-754
99,55910-711
99,57913-2833
99,58443-0215
99,58443-0216
99,58443-0520
99,59062-0120
99,60289-295
99,61481-3005
99,62217-019
99,62217-029
99,62217-174
99,0363-0965
99,63940-079
99,65435-0100
99,68586-219
99,68605-8640
99,69039-224
99,69039-608
99,69039-636
99,69039-642
99,69259-5908
99,69842-104
99,69842-105
99,69842-125
99,69842-130
99,69842-341
99,69842-375
99,69968-0716
99,69968-0777
99,70000-0536
99,70581-020
99,71501-1902
99,72156-002
99,72296-109
99,72296-118
99,73453-073
99,73563-011
99,76144-256
99,76229-345
99,76229-456
99,79481-0001
99,79903-188
99,79950-013
99,81201-111
99,82247-234
99,0869-0760
99,10812-042
99,10812-173
99,30142-820
99,47124-125
99,49527-081
99,49967-287
99,49967-313
99,49967-664
99,49967-698
99,49967-812
99,49967-861
99,49967-913
99,49967-941
99,53675-165
99,58411-481
99,58443-0161
99,58443-0169
99,62217-005
99,62217-014
99,62217-072
99,62217-827
99,0363-0087
99,63940-096
99,65435-0200
99,69039-220
99,69039-278
99,69039-635
99,69842-021
99,69842-022
99,69842-110
99,69842-116
99,69842-124
99,69842-129
99,69842-138
99,69842-148
99,69842-153
99,69842-164
99,69842-178
99,69968-0315
99,69968-0665
99,72203-001
99,72203-015
99,72296-119
99,72476-978
99,72588-930
99,73572-005
99,76229-123
99,79950-005
99,79950-006
99,82691-146
99,10812-130
99,10812-425
99,11559-049
99,30142-821
99,37205-721
99,41163-965
99,41520-760
99,43115-123
99,49035-566
99,49967-054
99,49967-355
99,49967-518
99,49967-603
99,49967-622
99,49967-684
99,49967-797
99,49967-994
99,51316-028
99,51316-034
99,51326-042
99,51326-043
99,51326-044
99,55319-034
99,58443-0198
99,59062-1000
99,63940-065
99,63940-073
99,66097-004
99,67226-2845
99,69039-225
99,69039-250
99,69842-106
99,69968-0599
99,69968-0666
99,70630-0026
99,72288-760
99,72296-104
99,72296-121
99,73731-082
99,76144-232
99,79753-021
99,79950-007
99,79950-015
99,81159-258
99,82247-384
99,82657-003
99,82691-035
99,82803-001
99,21130-743
99,37205-731
99,41250-362
99,41250-561
99,49035-495
99,49035-759
99,0187-5500
99,49527-048
99,49527-063
99,49967-011
99,49967-260
99,51316-030
99,53675-158
99,58443-0217
99,58443-0603
99,0299-4930
99,62217-009
99,62217-017
99,65364-381
99,69039-227
99,69039-613
99,69039-644
99,69842-697
99,69968-0114
99,69968-0132
99,69968-0557
99,69968-0560
99,69968-0572
99,69968-0576
99,69968-0607
99,69968-0609
99,69968-0627
99,69968-0662
99,72288-914
99,72296-101
99,72296-110
99,72296-115
99,72296-120
99,72296-122
99,72296-126
99,73095-385
99,73609-221
99,76354-442
99,76354-444
99,79903-017
99,79950-011
99,81159-131
99,81746-183
99,10345-102
99,10812-283
99,11822-1914
99,21130-736
99,36800-346
99,49035-630
99,49527-029
99,49527-051
99,49527-065
99,49967-142
99,49967-290
99,49967-443
99,49967-614
99,51326-040
99,51790-400
99,53755-101
99,55910-036
99,58443-0214
99,58443-0324
99,59427-112
99,60289-301
99,62217-021
99,62217-073
99,0363-0136
99,67226-2852
99,69039-617
99,69039-625
99,69842-114
99,69968-0457
99,69968-0543
99,69968-0571
99,69968-0608
99,69968-0657
99,70000-0535
99,70412-231
99,70581-012
99,70581-017
99,71852-348
99,72288-920
99,72296-102
99,72296-105
99,72296-107
99,72296-111
99,72296-125
99,72296-130
99,73453-233
99,76138-221
99,76144-613
99,76209-123
99,58443-0202
99,62217-012
99,62217-013
99,62217-024
99,62217-186
99,0363-0933
99,0363-0940
99,63940-077
99,68586-225
99,69842-108
99,69842-127
99,69842-152
99,69968-0115
99,69968-0611
99,69968-0616
99,69968-0654
99,69968-0685
99,70000-0016
99,70581-010
99,71784-000
99,72296-127
99,73095-085
99,73609-220
99,73731-083
99,82657-002
99,82691-145
99,82691-147
99,82733-294
99,83140-373
99,10812-248
99,11822-1920
99,21130-740
99,37808-041
99,40046-0063
99,49527-050
99,49967-217
99,49967-496
99,49967-822
99,51316-024
99,51316-029
99,51316-670
99,55560-0103
99,58481-000
99,62217-006
99,62217-250
99,0363-0992
99,65364-213
99,65435-0300
99,68479-807
99,68634-056
99,69039-226
99,69842-111
99,69968-0116
99,69968-0168
99,69968-0342
99,69968-0553
99,69968-0669
99,69968-0672
99,69968-0702
99,70000-0408
99,70060-1901
99,70412-238
99,71636-841
99,72288-208
99,72296-108
99,72296-113
99,72872-137
99,72872-891
99,73572-006
99,76138-219
99,76144-781
99,79753-022
99,79950-004
99,79950-012
99,80641-001
99,81159-132
99,82084-0011
99,0869-0792
99,10812-534
99,41163-951
99,43219-065
99,49035-760
99,49035-789
99,49527-069
99,49967-082
99,49967-103
99,49967-584
99,49967-910
99,50594-158
99,51316-010
99,55910-704
99,58414-0020
99,58443-0194
99,58443-0509
99,59062-1207
99,62217-015
99,62217-020
99,62839-1345
99,0363-0146
99,63940-076
99,68586-220
99,69039-218
99,69039-219
99,69039-619
99,69039-660
99,69039-661
99,69842-101
99,69842-131
99,69842-132
99,69842-339
99,69968-0299
99,69968-0670
99,69968-0681
99,69968-0717
99,69968-0760
99,70667-784
99,70859-052
99,71070-868
99,71804-232
99,72098-002
99,72288-792
99,72296-103
99,72296-106
99,72296-112
99,72296-117
99,72296-124
99,73246-002
99,73670-049
99,76144-797
99,76147-123
99,79950-008
99,80573-089
99,81159-133
99,82281-239
99,82675-279
99,82691-143
99,82975-101
99,11673-097
99,11822-0922
99,30142-895
99,37205-728
99,37205-729
99,37808-943
99,42851-055
99,49967-099
99,49967-246
99,49967-374
99,49967-491
99,49967-644
99,49967-768
99,49967-832
99,49967-869
99,50594-148
99,52456-022
99,53738-0712
99,55319-704
100,79481-0238
100,11822-5905
100,37205-725
100,69842-103
100,69842-140
100,11673-968
100,36800-278
100,51316-000
100,0363-0090
100,70630-0006
100,72085-307
100,72085-309
100,72288-203
100,81200-109
100,10812-326
100,49967-095
100,49967-394
100,49967-754
100,58443-0520
100,0363-0970
100,71501-1902
100,73453-073
100,74690-001
100,78317-000
100,79481-0001
100,79753-014
100,10812-173
100,47124-125
100,49967-913
100,50594-156
100,51316-019
100,58411-481
100,0363-0087
100,70630-0008
100,10812-130
100,10812-425
100,11559-056
