ingredient_id,product_ndc
5,82110-001
5,90020-000
5,90020-001
5,11344-012
5,11344-224
5,11822-0280
5,11822-1240
5,41190-403
5,41190-466
5,41250-596
5,41250-661
5,44119-012
5,47682-055
5,49035-444
5,50157-517
5,59050-332
5,63002-002
5,63039-1002
5,63148-109
5,63148-724
5,64942-1847
5,64942-1851
5,66715-6863
5,67091-952
5,69968-0728
5,0498-0501
5,71020-004
5,71310-007
5,71897-022
5,72234-457
5,73741-102
5,74934-048
5,74934-074
5,77071-009
5,77645-004
5,79705-003
5,79903-097
5,79903-167
5,80499-004
5,80499-014
5,80499-017
5,80499-025
5,80499-027
5,80499-031
5,80499-105
5,81197-000
5,81633-002
5,11344-014
5,11344-403
5,13709-235
5,26550-002
5,41250-976
5,50157-001
5,50157-003
5,50157-004
5,50157-423
5,50804-403
5,52862-623
5,59050-331
5,59555-910
5,62217-087
5,62712-457
5,63940-466
5,64942-1848
5,64942-1850
5,65601-817
5,67502-118
5,67502-224
5,67777-245
5,69790-466
5,71020-016
5,72476-008
5,73126-020
5,73126-022
5,73737-436
5,73741-101
5,73746-036
5,74177-040
5,75266-058
5,75712-200
5,77071-003
5,78161-006
5,78161-008
5,78691-017
5,79021-005
5,80499-011
5,80499-104
5,90119-002
5,11344-015
5,11344-031
5,11344-207
5,11822-2953
5,11822-8151
5,23957-085
5,26550-001
5,43097-457
5,47682-045
5,49354-055
5,50980-207
5,52862-615
5,53942-466
5,56062-403
5,62217-086
5,62832-118
5,62832-628
5,62936-0403
5,63148-101
5,63830-457
5,0363-7211
5,67091-289
5,67777-244
5,69968-0221
5,69968-0729
5,71020-020
5,72288-009
5,72459-011
5,72476-403
5,72513-000
5,73126-021
5,73126-026
5,73741-104
5,74177-041
5,74934-070
5,59555-302
5,62217-085
5,63148-199
5,0363-0683
5,64942-1849
5,68642-457
5,70616-628
5,71611-079
5,71611-080
5,71853-006
5,71853-007
5,71884-204
5,73126-015
5,73741-112
5,79481-0002
5,79956-003
5,80499-009
5,80499-026
5,80499-102
5,82213-001
5,30142-628
5,41250-628
5,42326-090
5,47682-030
5,49035-081
5,50157-005
5,50157-016
5,50157-509
5,55315-403
5,63148-112
5,63517-210
5,0363-0651
5,64024-466
5,0395-8010
5,69560-456
5,71020-005
5,71853-005
5,71884-006
5,71884-203
5,72036-801
5,73741-109
5,74934-040
5,75266-001
5,77071-010
5,78181-020
5,79481-9633
5,80204-038
5,80499-010
5,80510-000
5,81608-003
5,11673-466
5,11822-6338
5,13302-457
5,34645-0010
5,36800-534
5,42326-100
5,44119-010
5,50157-508
5,50157-511
5,52489-003
5,52862-617
5,52862-625
5,53125-817
5,54622-572
5,59555-701
5,59555-703
5,61139-572
5,62257-457
5,63287-419
5,64942-1843
5,68016-952
5,68391-151
5,71020-003
5,71020-030
5,71310-004
5,72288-279
5,73126-010
5,73126-018
5,73126-025
5,73741-100
5,73741-103
5,75447-224
5,78495-122
5,78564-002
5,78740-007
5,79035-003
5,79903-163
5,80254-000
5,80499-013
5,81350-002
5,81608-002
5,81792-002
5,82645-912
5,10237-756
5,18949-710
5,21130-017
5,24286-1532
5,42326-098
5,42326-580
5,49035-036
5,49035-446
5,50157-264
5,50157-515
5,52862-620
5,53125-700
5,53942-403
5,55301-941
6,0615-8354
6,68071-2296
6,71209-008
6,71335-0971
6,71335-1902
6,43602-452
6,70518-1563
6,71335-0051
6,71335-0515
6,71610-107
6,72578-066
6,0071-0737
6,16714-101
6,24658-260
6,55700-493
6,63187-772
6,76282-225
6,65862-624
6,31722-128
6,50090-5808
6,63187-146
6,68071-4053
6,68382-553
6,16571-784
6,42806-260
6,57237-163
6,61919-967
6,70934-255
6,43063-921
6,60687-224
6,68788-6447
6,69097-821
6,71335-0899
6,75834-131
6,70771-1431
6,71335-1996
6,43063-745
6,51655-143
6,71610-200
6,71610-601
6,72865-186
6,50268-350
6,68788-7964
6,71205-169
6,71335-2025
7,77093-222
7,77827-101
7,79974-200
7,81227-008
7,81280-001
7,81428-073
7,90092-001
7,11822-3709
7,24385-207
7,49580-0275
7,49922-943
7,52000-053
7,53329-805
7,53329-811
7,53943-070
7,55319-275
7,59050-244
7,60913-018
7,60913-207
7,63868-810
7,68016-809
7,68196-500
7,0404-9408
7,69077-107
7,69256-276
7,69612-014
7,69842-240
7,73769-006
7,74417-100
7,76162-810
7,77661-030
7,78495-102
7,78755-003
7,79393-101
7,79506-100
7,81191-004
7,81316-001
7,81636-001
7,82306-112
7,82308-001
7,82826-001
7,36800-276
7,37205-012
7,39892-0100
7,39892-0101
7,42961-056
7,46994-810
7,50594-810
7,51628-1016
7,53175-810
7,53329-827
7,53942-810
7,55910-809
7,59050-242
7,59050-444
7,60913-008
7,0363-0472
7,68121-001
7,70000-0578
7,73769-003
7,73769-005
7,75109-509
7,75109-516
7,77807-003
7,78280-305
7,79491-008
7,80638-260
7,81213-001
7,81227-000
7,81451-227
7,81603-625
7,83123-0019
7,10565-002
7,11822-5122
7,34645-3008
7,34645-3111
7,41163-073
7,41163-816
7,49035-275
7,53329-800
7,55239-554
7,55910-810
7,59779-808
7,60913-041
7,63517-500
7,63941-810
7,67151-505
7,69256-970
7,70708-072
7,71884-013
7,73769-004
7,77093-223
7,77210-0034
7,80244-002
7,80932-001
7,81428-071
7,81451-223
7,11673-275
7,21130-977
7,34645-3110
7,36800-275
7,41250-040
7,41250-276
7,49035-076
7,50332-0213
7,50685-002
7,50804-275
7,51048-005
7,52410-4096
7,52862-024
7,55239-361
7,55301-810
7,60913-006
7,60913-017
7,60913-217
7,67091-100
7,69556-650
7,71749-300
7,72288-810
7,72976-001
7,73779-913
7,75473-444
7,78346-003
7,78630-202
7,79266-001
7,80129-007
7,80638-151
7,80937-222
7,81451-229
7,0869-0810
7,10565-006
7,11822-5156
7,47682-315
7,51316-557
7,52862-025
7,56062-826
7,59779-922
7,60913-206
7,0363-0275
7,69077-104
7,70000-0499
7,70000-0541
7,73141-190
7,73592-070
7,74103-001
7,74110-002
7,76123-001
7,76250-134
7,76436-304
7,79685-702
7,79937-006
7,80436-004
7,81085-0002
7,81636-005
7,0924-0017
7,37808-810
7,42423-271
7,43128-002
7,49681-014
7,51628-4235
7,53329-828
7,53943-910
7,55315-275
7,59898-402
7,60913-010
7,60913-024
7,63517-600
7,0363-0809
7,63941-007
7,0404-0007
7,73869-102
7,74115-004
7,75473-001
7,78440-010
7,0924-0936
7,34645-1042
7,47682-264
7,49035-814
7,49922-976
7,50804-810
7,52000-010
7,52380-3105
7,53329-798
7,53329-812
7,55239-362
7,55910-275
7,60913-009
7,61333-206
7,63940-810
7,0363-6505
7,69077-105
7,70000-0497
7,71447-252
7,72476-810
7,74617-002
7,58037-003
7,59050-448
7,60913-007
7,60913-107
7,66715-6845
7,66777-001
7,67860-810
7,68016-810
7,68121-002
7,68356-103
7,69256-275
7,70000-0112
7,70082-222
7,70185-700
7,73769-001
7,73837-651
7,74110-001
7,75056-002
7,75771-444
7,78280-306
7,79481-0049
7,79506-101
7,80132-976
7,82777-000
7,0924-0252
7,11673-276
7,30142-809
7,34645-3018
7,37808-809
7,47682-263
7,51316-275
7,52000-011
7,53329-807
7,61734-012
7,63517-452
7,73141-180
7,74793-0008
7,75109-519
7,76162-809
7,76772-036
7,76835-002
7,77979-200
7,78335-002
7,82283-001
7,82749-002
7,21130-685
7,21130-978
7,30400-504
7,41250-810
7,41520-809
7,42681-0023
7,42961-201
7,47682-262
7,51628-1015
7,51628-4234
7,52000-052
7,53329-826
7,61504-810
7,67091-406
7,0404-0103
7,68356-117
7,73769-000
7,73769-002
7,73779-914
7,74213-382
7,75983-008
7,77827-100
7,78785-002
7,79501-502
7,80132-943
7,81451-226
7,81451-228
7,81451-230
7,81849-001
7,10202-002
7,30142-810
7,41250-265
7,51142-444
7,53329-799
8,77130-0002
8,77130-0001
8,77130-0003
8,77130-0004
9,77130-0002
9,77130-0001
9,77130-0003
9,77130-0004
10,77133-001
10,77879-005
10,78702-000
10,78713-001
10,78713-003
10,79401-002
10,79446-028
10,80178-008
10,81091-000
10,74934-001
10,74934-035
10,74934-041
10,74934-044
10,74934-049
10,77027-001
10,77446-001
10,77678-004
10,78784-002
10,80860-001
10,90085-001
10,62651-075
10,74115-003
10,74934-073
10,77678-002
10,77678-003
10,78915-000
10,81079-002
10,81091-003
10,81235-000
10,74934-025
10,74934-034
10,76551-015
10,77027-000
10,77267-002
10,78587-000
10,78713-002
10,79524-000
10,81091-001
10,81235-003
10,34645-0004
10,71574-711
10,74458-101
10,77027-004
10,79401-000
10,79469-001
10,79980-004
10,80689-000
10,10884-8001
10,50157-340
10,74934-050
10,74979-001
10,74979-002
10,76892-001
10,77027-777
10,77808-001
10,79937-002
10,52313-1256
10,70335-010
10,74707-010
10,74825-2130
10,74934-003
10,74934-052
10,75127-002
10,76806-018
10,77129-001
10,77462-010
10,78915-001
10,72697-0004
10,72697-0005
10,74934-029
10,70335-306
10,74548-010
10,74934-009
10,74934-033
10,74934-053
10,78713-000
10,79631-000
10,79716-001
10,42326-207
10,74640-010
10,74934-024
10,75075-000
10,76780-016
10,77133-002
10,79316-057
10,79401-001
10,80860-000
10,72487-013
10,74548-013
10,74934-013
10,74934-054
10,74934-055
10,77129-000
10,78405-001
10,79571-000
10,80178-009
11,77175-005
12,77175-008
12,77175-004
12,77175-006
12,77175-007
12,77175-009
13,0615-8359
13,60505-4517
13,68788-0797
13,69584-671
14,77251-002
15,77272-002
15,77272-004
15,77272-007
15,77272-011
15,77272-014
15,77272-240
15,77272-420
15,79721-002
15,90082-562
15,76370-0012
15,77272-006
15,77272-009
15,77272-015
15,72483-121
15,75383-101
15,75582-550
15,76789-010
15,76789-040
15,77272-001
15,77272-003
15,77408-068
15,78622-001
15,73779-916
15,73999-001
15,74807-378
15,74900-100
15,77093-110
15,79561-008
15,40107-030
15,75582-330
15,77272-005
15,77272-008
15,77272-013
15,77386-905
15,77979-102
15,78335-001
15,78474-100
15,80129-200
15,69061-002
15,76600-3071
15,76789-030
15,76874-001
15,77960-520
15,77999-075
15,78548-5008
15,74214-111
15,74303-001
15,75632-110
15,81575-003
15,63804-6006
15,73999-002
15,74493-100
15,63804-6005
15,74111-200
15,75582-220
15,75582-440
15,75632-100
15,77272-012
15,78604-646
15,78755-002
15,82217-710
15,67106-7809
15,73928-012
15,74154-008
15,76789-020
15,76835-001
15,77093-210
15,77776-001
15,79721-001
15,80129-400
15,0792-0002
15,67106-7019
15,74156-003
15,75560-276
15,77876-3728
15,77876-3729
15,80129-002
15,81227-002
16,0615-8371
16,43353-973
16,0904-6868
16,13668-330
16,55154-8087
16,55700-844
16,68382-805
16,69584-884
16,71335-0705
16,60687-443
16,70771-1128
16,71205-551
16,80425-0176
16,16729-299
16,50090-5218
16,50111-560
16,60505-2653
16,63187-680
16,68788-7118
16,70518-2929
16,72789-154
16,53002-2132
16,67296-1438
16,70934-818
16,71335-1575
16,71610-514
16,45865-431
16,57664-014
16,61919-386
16,68071-2822
16,13107-079
16,71610-529
16,63187-086
16,71205-505
16,71610-525
16,61919-613
16,68071-5187
16,71205-568
16,42291-868
16,53489-510
16,71335-0035
16,55700-810
17,77277-634
17,77368-018
17,77368-080
17,77386-903
17,77556-580
17,78299-122
17,78806-100
17,79506-103
17,80097-008
17,80129-100
17,80129-300
17,80654-1311
17,83026-113
17,74136-001
17,10884-8002
17,52985-903
17,73905-014
17,74248-001
17,74683-2000
17,74902-000
17,75303-002
17,75632-200
17,76569-110
17,76585-001
17,77080-001
17,82127-001
17,82444-001
17,83026-112
17,52651-007
17,59883-301
17,63804-6001
17,67234-075
17,73881-338
17,73943-947
17,74824-4263
17,74853-043
17,75666-001
17,77368-181
17,78232-001
17,78388-001
17,78918-900
17,79587-200
17,79985-200
17,80016-004
17,80129-003
17,80773-001
17,81450-001
17,90064-001
17,69685-201
17,73763-470
17,73905-012
17,74024-4263
17,74432-001
17,74500-0003
17,75302-731
17,76759-824
17,77368-081
17,77578-003
17,79311-001
17,79473-002
17,79685-801
17,80366-001
17,80366-002
17,80654-1211
17,80884-2020
17,81030-020
17,81450-004
17,63804-6000
17,73905-005
17,74111-100
17,74246-104
17,74807-950
17,75037-0001
17,75360-1125
17,76939-541
17,77209-4934
17,78270-001
17,79561-002
17,82127-000
17,82127-005
17,86089-900
17,11084-006
17,12745-901
17,71650-013
17,71726-001
17,72483-120
17,73739-000
17,73753-821
17,77093-200
17,77943-001
17,78007-113
17,80097-006
17,81938-939
17,82127-002
17,82127-004
17,61369-401
17,69394-001
17,73931-008
17,74039-238
17,74111-101
17,74246-102
17,74401-700
17,74793-0003
17,74900-110
17,77427-7427
17,78299-142
17,80809-000
17,81314-102
17,81314-202
17,11509-5403
17,55049-054
17,66353-117
17,56084-031
17,58368-007
17,74793-0001
17,75027-002
17,75384-101
17,76935-001
17,77093-401
17,77277-632
17,78213-100
17,78311-080
17,78918-236
17,79003-000
17,79257-098
17,79888-378
17,80711-001
17,83026-111
17,90075-001
17,41190-326
17,68093-7122
17,69394-002
17,73881-337
17,74246-103
17,74683-2100
17,75214-900
17,76250-351
17,76537-001
17,78311-090
17,78622-100
17,79473-001
17,80097-005
17,10356-001
17,52985-904
17,73931-012
17,74982-080
17,75009-680
17,75303-001
17,75488-123
17,77032-0002
17,77093-100
17,77368-085
17,78007-111
17,78517-801
17,78969-001
17,79506-102
17,80097-001
17,80097-002
17,81125-100
17,82127-003
17,49681-200
17,53329-842
18,77338-014
18,69771-014
19,77338-091
19,69771-091
19,86157-0013
19,65517-2017
19,76670-0010
19,82709-001
19,40057-1010
19,65517-2000
20,0615-8375
20,65862-662
20,43598-966
20,46708-255
20,72865-154
20,16714-142
20,63739-413
20,67877-431
20,46602-0007
20,16729-279
20,50228-476
20,71335-1688
20,72865-181
20,59148-007
20,68382-082
20,76282-045
20,0904-6510
20,33342-123
20,43353-180
20,50090-5839
20,65162-897
20,70771-1452
20,27241-052
20,70518-0970
20,70518-2536
20,70518-2897
20,70518-2950
20,0904-6656
20,68788-7749
20,71205-392
20,60687-168
20,63629-6999
20,63739-070
20,68788-8089
20,70518-2825
20,13668-217
20,50090-4665
20,50228-325
20,60505-2673
20,62332-098
20,68071-2705
20,71335-1513
20,71335-1832
20,71335-1893
20,46602-1030
20,29300-176
20,43547-303
20,48433-116
20,50268-088
20,53808-1101
20,59148-030
20,31722-820
20,43598-555
21,77338-304
21,81412-001
21,61649-043
21,61649-120
21,62932-222
21,62932-228
21,68001-533
21,69291-6230
21,72525-003
21,61649-035
21,61995-2384
21,62932-202
21,57670-000
21,61649-040
21,61649-162
21,62932-263
21,53329-103
21,61649-021
21,61649-033
21,71014-091
21,52410-3040
21,61649-030
21,61649-032
21,61649-034
21,61649-165
21,61649-900
21,69291-6215
21,0536-1316
21,75936-302
21,81310-007
21,61649-130
21,62932-182
21,62932-266
21,64068-402
21,68001-532
21,53329-097
21,61649-022
21,61649-031
21,61649-042
21,61649-160
21,62932-265
21,66163-1000
21,69291-8050
21,73088-102
21,81750-010
21,62932-264
21,66800-4115
21,73054-108
21,75936-303
21,75936-304
21,81750-040
21,55681-304
21,61649-009
21,61649-038
21,61649-041
21,61649-110
21,71399-0245
21,75071-004
21,75936-301
21,53329-220
22,77368-074
22,77411-001
22,77715-2670
22,77715-2675
22,77922-0624
22,78517-701
22,78868-006
22,78868-007
22,79016-101
22,79147-006
22,79147-014
22,79147-015
22,79175-001
22,79835-701
22,80192-195
22,80607-921
22,80684-030
22,80684-034
22,80684-055
22,80684-082
22,81101-200
22,81122-139
22,81314-101
22,81404-002
22,81813-505
22,82674-007
22,10565-075
22,11084-034
22,15127-007
22,37808-370
22,41250-370
22,41366-018
22,47993-267
22,49348-405
22,49351-105
22,49351-301
22,50066-613
22,50518-305
22,53942-370
22,53943-370
22,54699-014
22,56136-225
22,56136-311
22,56136-460
22,56136-506
22,57337-094
22,57337-095
22,57337-111
22,57337-122
22,57337-129
22,57337-134
22,57367-202
22,58503-099
22,58503-151
22,59779-921
22,62172-113
22,62936-0370
22,64709-185
22,66949-136
22,67777-330
22,68041-002
22,68400-487
22,69019-002
22,69077-110
22,69077-111
22,69842-773
22,69933-207
22,70108-069
22,70741-004
22,70741-006
22,70994-334
22,70994-337
22,71323-002
22,71447-254
22,72036-370
22,72520-105
22,73048-003
22,73145-009
22,73763-465
22,73779-907
22,73837-652
22,73905-021
22,73943-949
22,74201-004
22,74201-008
22,74201-269
22,74339-1007
22,74432-002
22,74740-601
22,75262-008
22,75742-008
22,75786-102
22,75786-112
22,76370-0010
22,76557-000
22,76585-010
22,76786-073
22,76904-060
22,77251-004
22,77715-2665
22,77770-001
22,78098-001
22,78280-302
22,78346-007
22,78486-330
22,78994-002
22,79175-002
22,79774-001
22,79996-500
22,79996-700
22,80009-664
22,80107-001
22,80192-200
22,80208-112
22,80335-105
22,80335-108
22,80434-280
22,80586-212
22,80619-115
22,80661-002
22,80684-035
22,80684-092
22,81122-233
22,81776-204
22,81813-507
22,82355-010
22,86815-002
22,10129-080
22,11084-702
22,11344-770
22,20276-052
22,21130-150
22,35418-402
22,41366-053
22,41366-076
22,47593-264
22,47993-260
22,50021-011
22,51452-116
22,52000-205
22,53149-1100
22,53329-202
22,53329-998
22,54622-311
22,54699-012
22,55118-531
22,56062-370
22,56136-035
22,56136-213
22,56136-487
22,56136-520
22,57337-115
22,57337-124
22,58133-957
22,58345-100
22,58443-0310
22,58503-095
22,58503-122
22,58503-131
22,58503-140
